query,_id,_score,genomic_pos,notfound,length
OR5P2,120065,23.225615,"[{'chr': '11', 'end': 7796942, 'ensemblgene': 'ENSG00000183303', 'start': 7795974, 'strand': -1}, {'chr': 'HSCHR11_1_CTG5', 'end': 17841, 'ensemblgene': 'ENSG00000276025', 'start': 16773, 'strand': -1}, {'chr': 'HSCHR11_1_CTG1_2', 'end': 17841, 'ensemblgene': 'ENSG00000280931', 'start': 16773, 'strand': -1}]",,
KDM4E,390245,23.30721,"{'chr': '11', 'end': 95027596, 'ensemblgene': 'ENSG00000235268', 'start': 95025258, 'strand': 1}",,2338.0
GNPTAB,79158,17.143793,"{'chr': '12', 'end': 101830959, 'ensemblgene': 'ENSG00000111670', 'start': 101745499, 'strand': -1}",,85460.0
DRAM1,55332,17.624392,"{'chr': '12', 'end': 102012130, 'ensemblgene': 'ENSG00000136048', 'start': 101877580, 'strand': 1}",,134550.0
RAD9B,144715,17.667841,"{'chr': '12', 'end': 110533556, 'ensemblgene': 'ENSG00000151164', 'start': 110501655, 'strand': 1}",,31901.0
SFSWAP,6433,17.61159,"{'chr': '12', 'end': 131799738, 'ensemblgene': 'ENSG00000061936', 'start': 131711081, 'strand': 1}",,88657.0
SLC6A12,6539,18.620445,"{'chr': '12', 'end': 214570, 'ensemblgene': 'ENSG00000111181', 'start': 190077, 'strand': -1}",,24493.0
KMT2D,8085,17.74231,"{'chr': '12', 'end': 49060794, 'ensemblgene': 'ENSG00000167548', 'start': 49018975, 'strand': -1}",,41819.0
PRPF40B,25766,18.774502,"{'chr': '12', 'end': 49644666, 'ensemblgene': 'ENSG00000110844', 'start': 49568218, 'strand': 1}",,76448.0
LTBR,4055,19.143608,"{'chr': '12', 'end': 6391571, 'ensemblgene': 'ENSG00000111321', 'start': 6375045, 'strand': 1}",,16526.0
CHD4,1108,18.233171,"{'chr': '12', 'end': 6614524, 'ensemblgene': 'ENSG00000111642', 'start': 6570082, 'strand': -1}",,44442.0
FAM90A1,55138,23.79559,"{'chr': '12', 'end': 8227618, 'ensemblgene': 'ENSG00000171847', 'start': 8221260, 'strand': -1}",,6358.0
ZMYM2,7750,17.656864,"{'chr': '13', 'end': 20091829, 'ensemblgene': 'ENSG00000121741', 'start': 19958677, 'strand': 1}",,133152.0
KATNAL1,84056,17.626534,"{'chr': '13', 'end': 30307551, 'ensemblgene': 'ENSG00000102781', 'start': 30202630, 'strand': -1}",,104921.0
KLHL1,57626,18.450832,"{'chr': '13', 'end': 70108493, 'ensemblgene': 'ENSG00000150361', 'start': 69700594, 'strand': -1}",,407899.0
SUPT16H,11198,17.81084,"{'chr': '14', 'end': 21384019, 'ensemblgene': 'ENSG00000092201', 'start': 21351476, 'strand': -1}",,32543.0
MYH7,4625,20.26729,"{'chr': '14', 'end': 23435660, 'ensemblgene': 'ENSG00000092054', 'start': 23412740, 'strand': -1}",,22920.0
GPR137C,283554,17.609465,"{'chr': '14', 'end': 52637713, 'ensemblgene': 'ENSG00000180998', 'start': 52552836, 'strand': 1}",,84877.0
PLEKHH1,57475,17.656864,"{'chr': '14', 'end': 67589612, 'ensemblgene': 'ENSG00000054690', 'start': 67533290, 'strand': 1}",,56322.0
ZFYVE26,23503,17.607346,"{'chr': '14', 'end': 67816590, 'ensemblgene': 'ENSG00000072121', 'start': 67727374, 'strand': -1}",,89216.0
HEATR4,399671,18.372517,"{'chr': '14', 'end': 73558947, 'ensemblgene': 'ENSG00000187105', 'start': 73478484, 'strand': -1}",,80463.0
PNMA1,9240,19.364098,"{'chr': '14', 'end': 73714384, 'ensemblgene': 'ENSG00000176903', 'start': 73711783, 'strand': -1}",,2601.0
RPS6KA5,9252,17.54301,"{'chr': '14', 'end': 91060641, 'ensemblgene': 'ENSG00000100784', 'start': 90847861, 'strand': -1}",,212780.0
NPAP1,23742,21.7203,"{'chr': '15', 'end': 24683393, 'ensemblgene': 'ENSG00000185823', 'start': 24675775, 'strand': 1}",,7618.0
RASGRP1,10125,18.014542,"{'chr': '15', 'end': 38565575, 'ensemblgene': 'ENSG00000172575', 'start': 38488103, 'strand': -1}",,77472.0
MAPK8IP3,23162,17.613714,"{'chr': '16', 'end': 1770351, 'ensemblgene': 'ENSG00000138834', 'start': 1706166, 'strand': 1}",,64185.0
EARS2,124454,17.63083,"{'chr': '16', 'end': 23557731, 'ensemblgene': 'ENSG00000103356', 'start': 23520754, 'strand': -1}",,36977.0
ARHGAP17,55114,18.207993,"[{'chr': '16', 'end': 25015666, 'ensemblgene': 'ENSG00000140750', 'start': 24919389, 'strand': -1}, {'chr': 'HG2471_PATCH', 'end': 269149, 'ensemblgene': 'ENSG00000288353', 'start': 172872, 'strand': -1}]",,
CREBBP,1387,18.198654,"{'chr': '16', 'end': 3880713, 'ensemblgene': 'ENSG00000005339', 'start': 3725054, 'strand': -1}",,155659.0
ANKS3,124401,17.58421,"{'chr': '16', 'end': 4734378, 'ensemblgene': 'ENSG00000168096', 'start': 4696510, 'strand': -1}",,37868.0
E2F4,1874,17.620111,"{'chr': '16', 'end': 67198918, 'ensemblgene': 'ENSG00000205250', 'start': 67192155, 'strand': 1}",,6763.0
ZNF778,197320,22.092735,"{'chr': '16', 'end': 89237141, 'ensemblgene': 'ENSG00000170100', 'start': 89217703, 'strand': 1}",,19438.0
MYH4,4622,20.89871,"{'chr': '17', 'end': 10469559, 'ensemblgene': 'ENSG00000264424', 'start': 10443290, 'strand': -1}",,26269.0
ACSF2,80221,17.1204,"{'chr': '17', 'end': 50474845, 'ensemblgene': 'ENSG00000167107', 'start': 50426158, 'strand': 1}",,48687.0
NUP88,4927,17.58839,"{'chr': '17', 'end': 5420164, 'ensemblgene': 'ENSG00000108559', 'start': 5359668, 'strand': -1}",,60496.0
FTSJ3,117246,17.596786,"{'chr': '17', 'end': 63830012, 'ensemblgene': 'ENSG00000108592', 'start': 63819433, 'strand': -1}",,10579.0
PHF23,79142,18.717087,"{'chr': '17', 'end': 7239722, 'ensemblgene': 'ENSG00000040633', 'start': 7235029, 'strand': -1}",,4693.0
CNTROB,116840,18.46551,"{'chr': '17', 'end': 7949920, 'ensemblgene': 'ENSG00000170037', 'start': 7932101, 'strand': 1}",,17819.0
METRNL,284207,18.239529,"[{'chr': '17', 'end': 83095122, 'ensemblgene': 'ENSG00000176845', 'start': 83079609, 'strand': 1}, {'chr': 'HSCHR17_1_CTG9', 'end': 24134, 'ensemblgene': 'ENSG00000275031', 'start': 4591, 'strand': -1}]",,
STX8,9482,17.632984,"{'chr': '17', 'end': 9576591, 'ensemblgene': 'ENSG00000170310', 'start': 9250471, 'strand': -1}",,326120.0
CDH2,1000,17.650314,"{'chr': '18', 'end': 28177946, 'ensemblgene': 'ENSG00000170558', 'start': 27932879, 'strand': -1}",,245067.0
CDH19,28513,17.934002,"{'chr': '18', 'end': 66604138, 'ensemblgene': 'ENSG00000071991', 'start': 66501083, 'strand': -1}",,103055.0
NETO1,81832,18.195557,"{'chr': '18', 'end': 72868146, 'ensemblgene': 'ENSG00000166342', 'start': 72742314, 'strand': -1}",,125832.0
ZNF236,7776,18.053606,"{'chr': '18', 'end': 76972901, 'ensemblgene': 'ENSG00000130856', 'start': 76822557, 'strand': 1}",,150344.0
PODNL1,79883,18.986305,"[{'chr': '19', 'end': 13953392, 'ensemblgene': 'ENSG00000132000', 'start': 13931187, 'strand': -1}, {'chr': 'HG109_PATCH', 'end': 165233, 'ensemblgene': 'ENSG00000288195', 'start': 143028, 'strand': -1}]",,
ZNF676,163223,25.187399,"[{'chr': 'HSCHR19_3_CTG2', 'end': 129783, 'ensemblgene': 'ENSG00000276219', 'start': 93188, 'strand': 1}, {'chr': '19', 'end': 22215801, 'ensemblgene': 'ENSG00000196109', 'start': 22179089, 'strand': -1}]",,
TBXA2R,6915,17.661245,"{'chr': '19', 'end': 3606875, 'ensemblgene': 'ENSG00000006638', 'start': 3594507, 'strand': -1}",,12368.0
ZNF585A,199704,21.470654,"{'chr': '19', 'end': 37172741, 'ensemblgene': 'ENSG00000196967', 'start': 37106734, 'strand': -1}",,66007.0
CYP2A13,1553,23.074274,"{'chr': '19', 'end': 41096195, 'ensemblgene': 'ENSG00000197838', 'start': 41088451, 'strand': 1}",,7744.0
CCDC9,26093,17.82297,"{'chr': '19', 'end': 47273701, 'ensemblgene': 'ENSG00000105321', 'start': 47255980, 'strand': 1}",,17721.0
MYH14,79784,18.30128,"{'chr': '19', 'end': 50310542, 'ensemblgene': 'ENSG00000105357', 'start': 50188186, 'strand': 1}",,122356.0
SIGLECL1,284369,19.709148,"{'chr': '19', 'end': 51269330, 'ensemblgene': 'ENSG00000179213', 'start': 51246348, 'strand': 1}",,22982.0
ZNF578,147660,24.70666,"{'chr': '19', 'end': 52516882, 'ensemblgene': 'ENSG00000258405', 'start': 52453553, 'strand': 1}",,63329.0
NLRP12,91662,19.383968,"{'chr': '19', 'end': 53824403, 'ensemblgene': 'ENSG00000142405', 'start': 53792139, 'strand': -1}",,32264.0
LAIR2,3904,23.148098,"[{'chr': '19', 'end': 54510687, 'ensemblgene': 'ENSG00000167618', 'start': 54497879, 'strand': 1}, {'chr': 'HSCHR19LRC_PGF1_CTG3_1', 'end': 415826, 'ensemblgene': 'ENSG00000275819', 'start': 402599, 'strand': 1}, {'chr': 'HSCHR19LRC_COX1_CTG3_1', 'end': 417309, 'ensemblgene': 'ENSG00000274084', 'start': 404073, 'strand': 1}, {'chr': 'HSCHR19_4_CTG3_1', 'end': 493011, 'ensemblgene': 'ENSG00000277335', 'start': 480214, 'strand': 1}]",,
FIZ1,84922,19.054853,"{'chr': '19', 'end': 55601970, 'ensemblgene': 'ENSG00000179943', 'start': 55591376, 'strand': -1}",,10594.0
NLRP13,126204,20.058107,"{'chr': '19', 'end': 55932336, 'ensemblgene': 'ENSG00000173572', 'start': 55891699, 'strand': -1}",,40637.0
ACSBG2,81616,17.756243,"{'chr': '19', 'end': 6193094, 'ensemblgene': 'ENSG00000130377', 'start': 6135247, 'strand': 1}",,57847.0
MUC16,94025,19.692787,"[{'chr': '19', 'end': 9010390, 'ensemblgene': 'ENSG00000181143', 'start': 8848844, 'strand': -1}, {'chr': 'HG2461_PATCH', 'end': 260177, 'ensemblgene': 'ENSG00000291738', 'start': 83783, 'strand': -1}]",,
ZNF266,10781,21.781696,"{'chr': '19', 'end': 9435573, 'ensemblgene': 'ENSG00000174652', 'start': 9412429, 'strand': -1}",,23144.0
CELSR2,1952,17.726212,"{'chr': '1', 'end': 109275751, 'ensemblgene': 'ENSG00000143126', 'start': 109249539, 'strand': 1}",,26212.0
SPAG17,200162,17.67668,"{'chr': '1', 'end': 118185228, 'ensemblgene': 'ENSG00000155761', 'start': 117953590, 'strand': -1}",,231638.0
VPS13D,55187,17.055239,"{'chr': '1', 'end': 12512047, 'ensemblgene': 'ENSG00000048707', 'start': 12230030, 'strand': 1}",,282017.0
BCL9,607,17.650314,"{'chr': '1', 'end': 147626216, 'ensemblgene': 'ENSG00000116128', 'start': 147541501, 'strand': 1}",,84715.0
ECM1,1893,18.372517,"{'chr': '1', 'end': 150513789, 'ensemblgene': 'ENSG00000143369', 'start': 150508062, 'strand': 1}",,5727.0
SETDB1,9869,18.24272,"{'chr': '1', 'end': 150964744, 'ensemblgene': 'ENSG00000143379', 'start': 150926263, 'strand': 1}",,38481.0
SCNM1,79005,17.842575,"{'chr': '1', 'end': 151170296, 'ensemblgene': 'ENSG00000163156', 'start': 151156664, 'strand': 1}",,13632.0
DCST2,127579,17.830294,"{'chr': '1', 'end': 155033781, 'ensemblgene': 'ENSG00000163354', 'start': 155018520, 'strand': -1}",,15261.0
TOR1AIP2,163590,19.48023,"{'chr': '1', 'end': 179877803, 'ensemblgene': 'ENSG00000169905', 'start': 179839967, 'strand': -1}",,37836.0
XPR1,9213,18.15883,"{'chr': '1', 'end': 180890279, 'ensemblgene': 'ENSG00000143324', 'start': 180632022, 'strand': 1}",,258257.0
ZBTB41,360023,17.58421,"{'chr': '1', 'end': 197201293, 'ensemblgene': 'ENSG00000177888', 'start': 197153682, 'strand': -1}",,47611.0
RRP15,51018,17.512817,"{'chr': '1', 'end': 218337983, 'ensemblgene': 'ENSG00000067533', 'start': 218285293, 'strand': 1}",,52690.0
FMN2,56776,18.341583,"{'chr': '1', 'end': 240475187, 'ensemblgene': 'ENSG00000155816', 'start': 240014348, 'strand': 1}",,460839.0
AKT3,10000,18.328032,"[{'chr': '1', 'end': 243851079, 'ensemblgene': 'ENSG00000117020', 'start': 243488233, 'strand': -1}, {'chr': 'HSCHR1_3_CTG32_1', 'end': 867542, 'ensemblgene': 'ENSG00000275199', 'start': 500341, 'strand': -1}]",,
SZT2,23334,17.641624,"{'chr': '1', 'end': 43454247, 'ensemblgene': 'ENSG00000198198', 'start': 43389882, 'strand': 1}",,64365.0
FAF1,11124,17.55936,"{'chr': '1', 'end': 50960267, 'ensemblgene': 'ENSG00000185104', 'start': 50437028, 'strand': -1}",,523239.0
DIO1,1733,17.650314,"{'chr': '1', 'end': 53911086, 'ensemblgene': 'ENSG00000211452', 'start': 53891239, 'strand': 1}",,19847.0
SLC2A7,155184,20.089317,"{'chr': '1', 'end': 9026423, 'ensemblgene': 'ENSG00000197241', 'start': 9002973, 'strand': -1}",,23450.0
ARHGAP29,9411,18.252327,"{'chr': '1', 'end': 94275068, 'ensemblgene': 'ENSG00000137962', 'start': 94148988, 'strand': -1}",,126080.0
DDRGK1,65992,17.299004,"{'chr': '20', 'end': 3204685, 'ensemblgene': 'ENSG00000198171', 'start': 3190350, 'strand': -1}",,14335.0
ATRN,8455,17.61159,"{'chr': '20', 'end': 3651118, 'ensemblgene': 'ENSG00000088812', 'start': 3471018, 'strand': 1}",,180100.0
TNFRSF6B,8771,18.584208,"{'chr': '20', 'end': 63698684, 'ensemblgene': 'ENSG00000243509', 'start': 63696652, 'strand': 1}",,2032.0
TRPM2,7226,17.654676,"{'chr': '21', 'end': 44443081, 'ensemblgene': 'ENSG00000142185', 'start': 44350163, 'strand': 1}",,92918.0
COL6A1,1291,17.637299,"{'chr': '21', 'end': 46005050, 'ensemblgene': 'ENSG00000142156', 'start': 45981770, 'strand': 1}",,23280.0
ZC3H7B,23264,18.217384,"{'chr': '22', 'end': 41360147, 'ensemblgene': 'ENSG00000100403', 'start': 41301525, 'strand': 1}",,58622.0
TBC1D8,11138,18.067802,"{'chr': '2', 'end': 101252866, 'ensemblgene': 'ENSG00000204634', 'start': 101007228, 'strand': -1}",,245638.0
TNFAIP6,7130,17.617977,"{'chr': '2', 'end': 151380046, 'ensemblgene': 'ENSG00000123610', 'start': 151357592, 'strand': 1}",,22454.0
PPP1R1C,151242,17.767948,"{'chr': '2', 'end': 182131398, 'ensemblgene': 'ENSG00000150722', 'start': 181954241, 'strand': 1}",,177157.0
WDR12,55759,17.632984,"{'chr': '2', 'end': 203014798, 'ensemblgene': 'ENSG00000138442', 'start': 202874261, 'strand': -1}",,140537.0
ABCA12,26154,17.62225,"{'chr': '2', 'end': 215138626, 'ensemblgene': 'ENSG00000144452', 'start': 214931542, 'strand': -1}",,207084.0
DNAJB2,3300,17.758577,"{'chr': '2', 'end': 219286898, 'ensemblgene': 'ENSG00000135924', 'start': 219279342, 'strand': 1}",,7556.0
SPEG,10290,17.487112,"{'chr': '2', 'end': 219493629, 'ensemblgene': 'ENSG00000072195', 'start': 219434843, 'strand': 1}",,58786.0
UGT1A8,54576,24.185125,"{'chr': '2', 'end': 233773300, 'ensemblgene': 'ENSG00000242366', 'start': 233617633, 'strand': 1}",,155667.0
HJURP,55355,18.616377,"{'chr': '2', 'end': 233854566, 'ensemblgene': 'ENSG00000123485', 'start': 233833416, 'strand': -1}",,21150.0
NCOA1,8648,17.753912,"{'chr': '2', 'end': 24770702, 'ensemblgene': 'ENSG00000084676', 'start': 24491254, 'strand': 1}",,279448.0
PLEKHH2,130271,17.598894,"{'chr': '2', 'end': 43767987, 'ensemblgene': 'ENSG00000152527', 'start': 43637260, 'strand': 1}",,130727.0
REL,5966,17.15009,"{'chr': '2', 'end': 60931612, 'ensemblgene': 'ENSG00000162924', 'start': 60881491, 'strand': 1}",,50121.0
ANKRD36,375248,27.201292,"[{'chr': '2', 'end': 97264521, 'ensemblgene': 'ENSG00000135976', 'start': 97113153, 'strand': 1}, {'chr': 'HG2275_PATCH', 'end': 239219, 'ensemblgene': 'ENSG00000291582', 'start': 87851, 'strand': 1}]",,
PARP9,83666,17.7656,"{'chr': '3', 'end': 122564577, 'ensemblgene': 'ENSG00000138496', 'start': 122527924, 'strand': -1}",,36653.0
ROPN1,54763,19.501661,"{'chr': '3', 'end': 123992178, 'ensemblgene': 'ENSG00000065371', 'start': 123968521, 'strand': -1}",,23657.0
SNX4,8723,17.620111,"{'chr': '3', 'end': 125520202, 'ensemblgene': 'ENSG00000114520', 'start': 125446650, 'strand': -1}",,73552.0
COL6A6,131873,18.770008,"{'chr': '3', 'end': 130677044, 'ensemblgene': 'ENSG00000206384', 'start': 130517177, 'strand': 1}",,159867.0
TM4SF1,4071,18.510386,"{'chr': '3', 'end': 149377692, 'ensemblgene': 'ENSG00000169908', 'start': 149369022, 'strand': -1}",,8670.0
ACTL6A,86,17.670046,"{'chr': '3', 'end': 179588407, 'ensemblgene': 'ENSG00000136518', 'start': 179562886, 'strand': 1}",,25521.0
ATP13A4,84239,18.783527,"{'chr': '3', 'end': 193593111, 'ensemblgene': 'ENSG00000127249', 'start': 193398967, 'strand': -1}",,194144.0
FBXO8,26269,17.661245,"{'chr': '4', 'end': 174283667, 'ensemblgene': 'ENSG00000164117', 'start': 174236658, 'strand': -1}",,47009.0
WDR17,116966,17.613714,"{'chr': '4', 'end': 176182818, 'ensemblgene': 'ENSG00000150627', 'start': 176065841, 'strand': 1}",,116977.0
ADD1,118,17.234377,"{'chr': '4', 'end': 2930076, 'ensemblgene': 'ENSG00000087274', 'start': 2843844, 'strand': 1}",,86232.0
NPFFR2,10886,18.233171,"{'chr': '4', 'end': 72148305, 'ensemblgene': 'ENSG00000056291', 'start': 72031902, 'strand': 1}",,116403.0
CXCL9,4283,19.243834,"{'chr': '4', 'end': 76007509, 'ensemblgene': 'ENSG00000138755', 'start': 76001275, 'strand': -1}",,6234.0
RAP1GDS1,5910,17.5863,"{'chr': '4', 'end': 98443858, 'ensemblgene': 'ENSG00000138698', 'start': 98261384, 'strand': 1}",,182474.0
TRPC7,57113,18.155811,"{'chr': '5', 'end': 136365545, 'ensemblgene': 'ENSG00000069018', 'start': 136212745, 'strand': -1}",,152800.0
PLEKHG4B,153478,18.355257,"{'chr': '5', 'end': 189972, 'ensemblgene': 'ENSG00000153404', 'start': 92168, 'strand': 1}",,97804.0
UBTD2,92181,17.61159,"{'chr': '5', 'end': 172283764, 'ensemblgene': 'ENSG00000168246', 'start': 172209646, 'strand': -1}",,74118.0
CDH10,1008,19.022839,"{'chr': '5', 'end': 24644978, 'ensemblgene': 'ENSG00000040731', 'start': 24487100, 'strand': -1}",,157878.0
PDZD2,23037,17.723925,"{'chr': '5', 'end': 32110932, 'ensemblgene': 'ENSG00000133401', 'start': 31639131, 'strand': 1}",,471801.0
FASTKD3,79072,17.650314,"{'chr': '5', 'end': 7869037, 'ensemblgene': 'ENSG00000124279', 'start': 7859159, 'strand': -1}",,9878.0
ASCC3,10973,17.620111,"{'chr': '6', 'end': 100881372, 'ensemblgene': 'ENSG00000112249', 'start': 100508194, 'strand': -1}",,373178.0
TRAF3IP2,10758,18.258766,"{'chr': '6', 'end': 111606906, 'ensemblgene': 'ENSG00000056972', 'start': 111555381, 'strand': -1}",,51525.0
HIVEP1,3096,17.628681,"{'chr': '6', 'end': 12164999, 'ensemblgene': 'ENSG00000095951', 'start': 12008762, 'strand': 1}",,156237.0
TUBB2A,7280,20.232327,"{'chr': '6', 'end': 3157544, 'ensemblgene': 'ENSG00000137267', 'start': 3153497, 'strand': -1}",,4047.0
SLC39A7,7922,17.915798,"[{'chr': '6', 'end': 33204439, 'ensemblgene': 'ENSG00000112473', 'start': 33200305, 'strand': 1}, {'chr': 'HSCHR6_MHC_MCF_CTG1', 'end': 4640392, 'ensemblgene': 'ENSG00000224399', 'start': 4636398, 'strand': 1}, {'chr': 'HSCHR6_MHC_MANN_CTG1', 'end': 4623912, 'ensemblgene': 'ENSG00000227402', 'start': 4619918, 'strand': 1}, {'chr': 'HSCHR6_MHC_QBL_CTG1', 'end': 4398843, 'ensemblgene': 'ENSG00000206288', 'start': 4394849, 'strand': 1}, {'chr': 'HSCHR6_MHC_COX_CTG1', 'end': 4615944, 'ensemblgene': 'ENSG00000226614', 'start': 4611950, 'strand': 1}, {'chr': 'HSCHR6_MHC_DBB_CTG1', 'end': 4447938, 'ensemblgene': 'ENSG00000229802', 'start': 4443944, 'strand': 1}]",,
MCM3,4172,16.929861,"{'chr': '6', 'end': 52284881, 'ensemblgene': 'ENSG00000112118', 'start': 52264014, 'strand': -1}",,20867.0
KLHL31,401265,17.607346,"{'chr': '6', 'end': 53665756, 'ensemblgene': 'ENSG00000124743', 'start': 53647916, 'strand': -1}",,17840.0
ZNF292,23036,18.226837,"{'chr': '6', 'end': 87265943, 'ensemblgene': 'ENSG00000188994', 'start': 87151803, 'strand': 1}",,114140.0
MDN1,23195,17.555258,"{'chr': '6', 'end': 89819794, 'ensemblgene': 'ENSG00000112159', 'start': 89642498, 'strand': -1}",,177296.0
POU6F2,11281,17.62225,"{'chr': '7', 'end': 39493095, 'ensemblgene': 'ENSG00000106536', 'start': 38977909, 'strand': 1}",,515186.0
PAPOLB,56903,19.377317,"{'chr': '7', 'end': 4862030, 'ensemblgene': 'ENSG00000218823', 'start': 4857738, 'strand': -1}",,4292.0
STX1A,6804,17.779745,"{'chr': '7', 'end': 73719672, 'ensemblgene': 'ENSG00000106089', 'start': 73699206, 'strand': -1}",,20466.0
CSMD3,114788,18.207993,"{'chr': '8', 'end': 113436939, 'ensemblgene': 'ENSG00000164796', 'start': 112222928, 'strand': -1}",,1214011.0
BMP1,649,18.351828,"{'chr': '8', 'end': 22212326, 'ensemblgene': 'ENSG00000168487', 'start': 22165140, 'strand': 1}",,47186.0
CSPP1,79848,18.096584,"{'chr': '8', 'end': 67196778, 'ensemblgene': 'ENSG00000104218', 'start': 67062417, 'strand': 1}",,134361.0
TERF1,7013,17.632984,"{'chr': '8', 'end': 73048123, 'ensemblgene': 'ENSG00000147601', 'start': 73008856, 'strand': 1}",,39267.0
MFHAS1,9258,17.624392,"[{'chr': '8', 'end': 8893630, 'ensemblgene': 'ENSG00000147324', 'start': 8783354, 'strand': -1}, {'chr': 'HG76_PATCH', 'end': 4568641, 'ensemblgene': 'ENSG00000285022', 'start': 4458341, 'strand': 1}]",,
RUNX1T1,862,17.573809,"{'chr': '8', 'end': 92103385, 'ensemblgene': 'ENSG00000079102', 'start': 91954972, 'strand': -1}",,148413.0
OR13C9,286362,24.512655,"{'chr': '9', 'end': 104618204, 'ensemblgene': 'ENSG00000136839', 'start': 104617248, 'strand': -1}",,956.0
TNC,3371,18.033949,"{'chr': '9', 'end': 115118207, 'ensemblgene': 'ENSG00000041982', 'start': 115019575, 'strand': -1}",,98632.0
GAPVD1,26130,17.021479,"{'chr': '9', 'end': 125367207, 'ensemblgene': 'ENSG00000165219', 'start': 125261794, 'strand': 1}",,105413.0
LMX1B,4010,18.26847,"{'chr': '9', 'end': 126701032, 'ensemblgene': 'ENSG00000136944', 'start': 126613928, 'strand': 1}",,87104.0
ST6GALNAC6,30815,17.637299,"{'chr': '9', 'end': 127905408, 'ensemblgene': 'ENSG00000160408', 'start': 127885321, 'strand': -1}",,20087.0
SEC16A,9919,17.63083,"{'chr': '9', 'end': 136483759, 'ensemblgene': 'ENSG00000148396', 'start': 136440096, 'strand': -1}",,43663.0
MAN1B1,11253,18.421894,"{'chr': '9', 'end': 137109189, 'ensemblgene': 'ENSG00000177239', 'start': 137086857, 'strand': 1}",,22332.0
DPH7,92715,17.603113,"{'chr': '9', 'end': 137578925, 'ensemblgene': 'ENSG00000148399', 'start': 137554444, 'strand': -1}",,24481.0
TRPM6,140803,17.628681,"{'chr': '9', 'end': 74888094, 'ensemblgene': 'ENSG00000119121', 'start': 74722495, 'strand': -1}",,165599.0
TENM1,10178,17.659052,"{'chr': 'X', 'end': 125204312, 'ensemblgene': 'ENSG00000009694', 'start': 124375903, 'strand': -1}",,828409.0
FAM47A,158724,23.484547,"{'chr': 'X', 'end': 34132314, 'ensemblgene': 'ENSG00000185448', 'start': 34129752, 'strand': -1}",,2562.0
SRPX,8406,17.624392,"{'chr': 'X', 'end': 38220924, 'ensemblgene': 'ENSG00000101955', 'start': 38149336, 'strand': -1}",,71588.0
PABPC1L2A,340529,22.482275,"{'chr': 'X', 'end': 73079512, 'ensemblgene': 'ENSG00000186288', 'start': 73077276, 'strand': -1}",,2236.0
