gene,observed_dNdS,expected_dNdS
S100A13,0.0,2.2992844696518056
VPS72,0.0,2.82982458011789
PRAME,2.0,2.3458220219278694
FAM170A,3.0,2.9157690960338556
PITRM1,3.0,2.6901084001980786
PVRL3,6.0,3.430024463377321
ABCC1,0.3333333333333333,2.0853494515900426
C9,2.6666666666666665,3.4476090741302525
LARP4B,5.0,3.043259527832088
EIF4G3,5.0,3.292700203985355
IDE,5.0,3.289864960087205
SLC2A13,5.0,2.6680452403024026
KIAA1328,1.0,3.251209227549609
NEIL2,3.0,2.6580776171219394
ACSF2,1.0,1.8598058175584198
FOXB2,2.0,2.3059391907529347
RP11-468E2.6,0.0,
JPH4,4.0,2.2046776163738246
C1orf198,4.0,2.298294721403578
CLIC1,3.0,2.2665458580774085
TREX1,3.0,2.2005071421339246
RHBDD1,2.0,3.274700908959045
PIK3CB,3.0,3.2988383735154203
PRPS2,3.0,2.4417299409821704
MCM7,6.0,2.5353550757848096
PGAM4,1.0,2.5200654850647966
CLEC11A,0.0,2.2112018588655116
NBEAP1,4.0,
PHLDB1,2.0,2.350907687724819
HPX,1.5,2.7943356542184716
COLEC10,2.0,3.1305656865991858
PPBPP2,2.0,
SLC6A18,4.0,2.0229407950531666
ASXL1,3.3333333333333335,2.9281019306110525
LRRC40,2.0,3.1118101253563455
MSS51,3.0,3.101338498349047
CRYGC,2.0,2.255443175143031
AL161651.1,2.0,
USP38,7.0,3.0300668856084867
ATP8B5P,3.0,
CINP,3.0,2.424821231986965
DALRD3,2.0,2.3773324860957663
SNORD114-22,2.0,
H2BFM,0.0,2.4098757195399436
SLC30A8,8.0,2.596412913022814
CAD,1.5,2.370307018505361
YWHAB,1.0,3.1063870385228793
BSDC1,6.0,2.6133127972834096
C1orf110,1.0,3.126221226146107
ABHD8,3.0,2.119121077768625
C7orf57,4.0,2.85197948633412
MISP,4.0,2.3179103385538866
CHP2,3.0,2.40740820833581
TMEM25,3.0,2.1859577622055504
CSRNP2,2.0,2.489505080729562
EIF2B4,4.0,2.6212874456373942
ANAPC13,2.0,3.633912403951356
ATP2B2,2.0,2.161771854348263
GTF2F2,1.0,3.349542163961262
RSAD1,0.5,2.2851951220775297
YES1,3.0,4.026936175786324
PLA2G2D,3.0,2.4331065723278185
IRX1,5.0,2.1813916781834477
CPSF1,6.0,2.027633254649928
KLHL6,0.6666666666666666,2.333765880588089
CR1L,2.5,3.1605663992482183
ABCC3,3.0,2.628861669297337
SMARCA1,3.0,3.557933173474554
BCORL1,1.8333333333333333,3.102683220207652
NOM1,2.0,2.555648082887892
TMUB2,4.0,2.2642811561991167
HSPBP1,1.0,2.09951456812768
NBPF10,1.5,2.951820079930424
RELL1,0.0,2.632447839697209
CACNB3,2.0,2.4365585994054233
MLF2,2.0,2.843283263690906
KIR2DL4,2.0,2.9371370766764993
TXLNB,2.0,3.004133765305365
OR52E8,3.0,2.524595809654135
PNMAL1,1.3333333333333333,2.7220450029599
MRPS12,2.0,2.0641956133714747
UGT2B15,1.6666666666666667,3.236347258102025
TMEM177,4.0,2.218517270942347
ZNF48,4.0,2.676060892179485
CLASRP,6.0,2.4490445115996358
B3GNT7,1.5,1.9426766926368007
ZNF416,3.0,3.3835805514940827
USP4,2.0,2.880507669995206
PNLIPRP2,7.0,2.8631736305448783
ASPRV1,4.0,2.232311600495416
CCDC88C,3.0,2.2013950533341586
EPHA5,3.2857142857142856,3.0570446172892036
PODN,3.0,1.8903721649678986
RNF39,4.0,2.3027434904673747
TCTN2,3.0,2.1388179594788506
U2AF1L4,1.0,2.8564702061273
POMGNT2,3.0,2.0539438898709923
SPEG,1.0,2.1713977970989404
TRIM71,0.6666666666666666,2.1832367392821324
CNP,3.0,2.143798683975471
PKD1,2.0,1.9781040367202833
MRPL37,2.0,2.459526267073198
S100A11,3.0,2.8151082184805842
MOG,4.0,2.5233390230025465
CCL20,2.0,2.749653766661016
POC1B,0.0,3.497318722102067
PCDHGB2,3.5,2.3842314007417276
GH1,2.0,2.0353638735122597
FAM65C,5.0,2.148831907534301
RIN1,4.0,2.06758411327032
FZD1,6.0,2.038912962208534
ZNF687,3.0,2.549075580702401
PAM,5.0,3.3889927460659344
S1PR2,2.0,1.7671228555946905
TTC7A,1.5,2.0849561841738216
ANKRD16,3.0,2.411745371715183
SYNGAP1,5.0,2.4264780472142067
NFASC,1.0,2.331242492202959
SAMD12,2.0,2.9165879240131485
OR2B11,2.0,1.963876008281282
IFNA21,1.0,2.493958557875187
FHL2,1.0,2.663883861128642
NLRP11,4.5,2.805175297993527
DDX6,1.0,3.0965098038193144
OR8A1,1.0,2.283107486815761
ZNF788,0.0,2.5718833711132247
C1QL2,1.0,2.1456881923943167
EN2,3.0,2.172265360359175
IKBIP,2.0,2.007624411487975
CYP4F8,4.0,
LAMA3,6.0,2.8158896282772696
CIB4,0.0,2.388374446933196
TGFBI,6.0,2.2246556641682353
PRAMEF17,3.0,2.4458827739084437
ELANE,0.0,1.9166729781905438
NFAT5,2.3333333333333335,3.0727961798129244
CADM2,2.6666666666666665,3.2378710421963324
CDAN1,1.0,2.3317658917383333
INHBA,3.0,2.4935293513610013
CNTN4,9.0,3.1159896965167424
GOLGA6L7P,2.0,
HOXB8,2.0,2.248939477418903
CLPTM1,0.6666666666666666,2.1180317896238
ZNF322,3.0,4.02310450726959
PCMTD2,1.0,2.760913309933946
SLC2A4,6.0,2.043477282057642
S100Z,2.0,2.385270746275822
ANKEF1,1.0,3.2774935693018863
CDH17,2.0,2.910738534566435
SALL1,1.3,2.6369454640276984
ZNF596,4.0,3.784959931299435
RNA5SP206,6.0,
MTHFS,2.0,2.5969572612053278
ATXN2,1.25,3.6292911883731445
TSPAN5,3.0,2.8256403026339147
TENC1,6.0,2.4345243268755974
PAPOLA,2.0,3.621027816159227
EIF4A1,3.0,2.963926369939192
CDKL5,2.6666666666666665,3.094728787924349
KATNAL2,4.0,2.590561792064971
FAM149A,2.0,2.971070530105962
CCKBR,2.5,2.126114092097632
SPATA6,3.0,3.237520907741839
MATK,3.0,2.0626175938887488
CROT,3.0,3.70874058092619
TMEM241,3.0,2.3641092961678436
HIST1H2AE,4.0,2.1737454258947255
PTCHD3,0.5,2.4394426714373982
RBBP8NL,2.0,2.233350671060842
SLC39A8,3.0,2.760716604733202
ELFN2,1.3333333333333333,1.940581349652642
NBAS,5.0,3.0779714900705293
HDAC7,6.0,2.2539884038941715
NAT9,0.0,2.510164818977861
ACBD4,0.0,2.7257583609519322
ACSM4,1.0,2.87111354978973
FAM208B,1.3333333333333333,3.3626807990277445
SYT10,4.0,3.0922489194886973
SLC24A5,1.0,3.3980670924978216
IFNLR1,2.0,2.450737338214872
TMEM109,0.0,1.9735619965550757
RPL13A,5.0,2.0546541311826507
EAPP,2.0,3.627065396637017
CRAT,1.5,2.093279609393924
KIAA1210,2.3333333333333335,3.2787270369108774
UAP1,5.0,3.424102744515178
ATAT1,2.0,2.6531695522566747
ARMCX3,5.0,3.2221061903047166
KHDRBS1,2.0,2.758940065075389
STARD5,0.6666666666666666,2.6343190182828446
SWT1,3.0,3.6159272154060487
METTL20,1.0,3.4569988922865478
SYF2,1.0,3.1409927847006793
VWA5A,4.0,2.7289003416029614
MAPK7,5.0,2.4643122404879945
COL6A6,2.0,2.9470045617848237
MOXD1,3.0,2.773466345106635
C2orf68,5.0,2.5445609013687176
HIC2,2.0,2.244249426740176
PRKACA,3.0,2.2411742451628314
OR4A16,7.0,2.7283899872864317
PTPRU,2.2,2.1931011553347846
URM1,0.0,2.32538827354556
C16orf58,2.0,2.2682958054736715
EIF3A,2.6666666666666665,3.720552761214131
PLEKHM1,0.6666666666666666,2.2480144117495438
RP11-909M7.3,2.0,
KCNK7,2.0,2.003946527078348
CD5L,5.0,2.824100551450771
RYR1,2.888888888888889,2.1954705856705465
SEC14L5,2.0,2.1547395493891366
EXOC7,0.0,2.1814391609264234
CDHR2,2.0,2.0577549098168015
OLIG3,1.5,2.1296339828927144
PAGE3,4.0,3.5804400893328854
CLDN23,2.0,1.8841049756179058
ANKS3,2.5,2.336376532538551
GJB2,0.0,2.2093086527748307
DSCC1,3.0,3.252751355503075
LARP4,2.0,3.9518281953141954
OR10G3,2.0,2.2232511124642262
OR4L1,0.16666666666666666,2.699257847605196
IGLV3-32,2.0,
CYP1A1,1.0,2.2910186658288585
DVL1,1.25,2.182093154870855
COASY,3.0,2.1836592838209032
UGT1A7,2.0,2.755152409386913
TRBV5-7,0.0,
PIM3,2.0,1.8736490904329197
MAP2K6,1.0,3.068892294813906
UGT1A10,4.0,2.795660624794972
HIST1H2AD,0.0,2.022148746579315
EIF3H,0.25,3.007913040780446
MYOF,5.0,2.8795791228329373
PPIL3,2.0,3.44510424505873
SYCP2,6.0,3.974821019451708
POLE,3.5,2.352580281289092
MIR758,2.0,
IL10,0.0,2.4041646909495706
KCND1,2.0,2.342164320442146
MYL7,3.0,2.1996504975613145
MEIS2,1.0,3.1544196817022176
RRAGC,3.0,2.9144515337221892
AXDND1,4.5,3.402782600258753
KIAA1524,6.0,3.332889693380519
PLP1,1.0,2.4052891003901093
ZNF860,4.0,3.9027862601590524
OR2A14,3.0,2.1338742780568056
PRPS1,2.0,2.9588782803162665
CLEC4D,2.0,3.5896701161685067
CLCN7,1.0,1.905607140239257
EHD3,0.3333333333333333,2.207864448154891
ANKRD29,0.0,2.464000408274982
FAM155A,5.0,2.5159183319072835
OR3A3,2.0,2.2056946019710764
FREM2,3.1666666666666665,2.670671123514626
GRIN2D,1.3333333333333333,2.0517881001157647
PARP8,5.5,3.2201120108323362
CDH19,2.3333333333333335,3.466496003925612
FAM63A,0.0,2.4507009313300894
UGDH,5.0,3.3955029240352985
FFAR3,2.0,1.9703645072059164
HNRNPUL2,4.0,2.731220846437058
NONO,5.0,3.322797922655339
KIF20A,2.0,2.7685293387613226
ST5,1.8,2.38154846916074
OCLM,3.0,3.276635855472247
HBS1L,2.0,3.5487564635589437
C6orf10,4.0,3.625010687013421
FNDC3A,4.0,3.835039463786207
B4GALT2,4.0,2.187536378121096
PRUNE,0.5,2.534862198200049
PROZ,2.0,2.5031126496388074
MMP27,2.0,3.2477795777250082
ADCY5,2.0,2.037119468372129
IFNK,2.0,2.8935838329578925
AR,4.0,2.5728089077948986
SLC8A3,5.0,2.5222029144974982
TUBG1,3.0,2.164264914752739
DGKI,4.0,3.000714763799753
CTSH,0.0,2.6014940493059617
TAF1C,5.0,2.2195082814800315
SLC35G2,2.0,3.386979875046105
PHACTR2,4.0,2.93713528243189
RPSAP52,2.0,
LUC7L2,4.0,3.2050347415057114
EMC9,3.0,2.8818469672023492
RPS16,3.0,2.2244001129208404
SPATA31D1,4.0,2.9370926116227603
CD80,4.0,2.8972057947988654
LINGO4,2.0,2.1649539387934107
RCE1,2.0,1.9786240651008724
LZIC,2.0,3.4562021299925503
BMPER,3.0,2.6897255528610264
SLC6A2,7.0,2.106892570655177
DHFR,3.0,3.221086826230025
AC005609.1,5.0,2.2316203445727996
ANKRD13B,0.0,2.1049409441614793
DDR2,7.0,2.724828114962426
GLI3,9.0,2.5821362507369416
OR11L1,2.6666666666666665,2.114583951574832
RASEF,5.0,2.9745067056299503
IL17A,3.0,2.197122545780221
LILRA2,2.0,2.3282125291312865
CCDC14,5.0,3.4907638924099254
MELK,0.0,3.301531313114552
SLC5A10,3.0,2.0480289594853485
ICAM5,3.0,2.143098753927739
MGAM,6.5,2.850896683863939
FAM19A4,3.0,2.792414608645671
C1orf53,2.0,2.7880808635041694
TAB1,6.0,2.299064420919692
ARHGAP12,5.0,3.6257244064384313
RPL36,3.0,2.0426703157495063
MYO5C,5.0,2.769445518282989
EIF4H,0.0,3.0359723570767567
SERGEF,2.0,3.7707307473048295
EBF3,2.3333333333333335,2.369574419768435
IRGQ,5.0,2.263582575926309
TRPV6,5.0,2.217805095370928
BRINP3,3.0,2.9748110179813723
PPARGC1A,2.0,3.1436426220051015
G3BP2,2.0,4.010570574994071
UBAC2,2.0,2.702735154761703
IGHV3-11,2.0,
IGHV3-9,4.0,
TP53I11,1.0,2.366709806417454
ZNF528,3.0,2.872177659008363
IRAK2,3.0,2.480827158672968
EML4,2.0,3.5476183204622846
ATP8B4,3.6666666666666665,3.087776230545491
NXPE2,3.0,2.9204709273926768
TRIP11,6.0,3.7150688370144938
ST6GALNAC5,6.0,2.4599794728107227
MPZ,2.0,2.2025803397267225
FOXR1,1.0,2.6118158092720014
ISPD,3.0,3.0972320677634877
SFRP4,2.25,2.5512156419322767
MNT,0.0,2.185658692891003
RABEP2,1.0,2.039081868468187
FAM76B,3.0,3.6299436215874277
RENBP,2.0,2.4182454612512343
CREB3L3,8.0,2.24427871633252
GADD45GIP1,4.0,2.375858197022575
STIP1,4.0,2.661077586038444
PYCRL,0.0,2.0287162036106414
FCGR1A,2.0,2.6696566039906866
CHRNB4,3.0,2.0692873283375954
MAP2K4,1.0,3.217856378772458
PHLDA2,4.0,2.03444201434219
HIST1H2BE,2.0,1.9559250027444555
COLQ,4.0,2.9696746717216764
EFCAB4B,6.0,2.4623318296861574
SLC7A4,3.0,2.0075744246172205
DIDO1,5.333333333333333,2.723834040294918
LCN1,4.0,2.054140280565892
ETV1,1.0,3.339551430251221
FAM20A,4.0,2.225427277599062
PTPRN,1.0,2.3239987241199387
SCN4A,2.0,2.1090676758607376
OR6B1,1.0,2.293551780704307
SIVA1,0.0,2.2675056480698284
ABCA5,4.0,3.7212343805729264
FAM151A,1.5,2.2248082118392163
KRTAP6-1,2.0,2.3822555231037255
PLN,3.0,2.7014822183690232
ZDHHC20,0.0,3.211711186912851
TRPC4AP,4.0,2.4166370722579633
GAPDHS,3.0,2.391463967318873
WFDC10A,2.0,2.6577681177442978
BTNL3,2.0,2.6003755840733933
PCDHA11,0.8571428571428571,2.273507731632361
SLC52A2,1.0,1.9608083890366657
ADD1,3.0,2.7982107293308456
OR4K2,2.0,2.919151737212142
S100A3,3.0,2.3712170290496144
TMEM248,4.0,2.4505377699257838
SEC14L4,3.0,2.2076661274365814
FADS6,2.0,1.9953302862806792
PRELP,3.0,2.106457775423411
RASSF8,0.0,3.2453499499091887
EML1,1.3333333333333333,2.851377768335596
P2RY10,2.5,2.7931663925581334
DCLK1,3.5,2.8270837159248154
C3orf18,2.0,2.290469656594695
DCLK2,6.0,2.585586163299311
KRTAP13-1,5.0,2.532967130186208
CCDC71,3.0,2.4595685130907086
LRRC19,2.0,3.3341174947009153
LRRC8E,3.0,1.957683538206443
ZFYVE16,5.0,3.8530234908477388
BRD1,7.0,2.3117944625948432
FBXL12,0.0,2.316463754331546
ZNF267,0.0,3.715783149206199
CYFIP2,2.0,2.5415036901019343
FBLL1,0.5,1.9413442947580084
KCNJ15,3.0,2.3081748613433675
MCM9,3.0,3.110961263067746
SH3TC1,0.75,2.102708456000639
NFIA,2.0,3.1385258276032713
TAS2R1,4.0,2.638586384797471
RHCE,2.0,2.190392004715112
PAN2,3.5,2.6313545447048456
RBAK,3.0,3.4930536933375227
RABEP1,3.0,3.3171354578310788
ADIPOR1,4.0,2.549659629974162
BET1L,0.0,2.745772706701239
OR9Q2,0.0,2.2661424498732154
THOC2,8.0,3.7079666660168433
TAP2,1.0,2.1909904835862983
ISLR2,6.0,2.103360616363195
FANCC,3.0,2.971384551028228
HOXC13,4.0,2.126213432792991
SLC6A3,1.0,1.9774793408835725
CHST8,5.0,2.064999360901329
IGF2BP1,4.0,2.460747489174593
PPL,2.5,2.1497590353934495
TAS2R31,0.5,2.7189090813781758
MBL2,3.0,2.689328948115423
BMP10,2.0,2.639412060844422
AMZ2P1,2.0,
RUNX3,6.0,2.124262931368406
POP4,1.0,2.3985522452443027
ZNF423,2.1666666666666665,2.329452706856733
ALX1,4.0,2.981197703340933
POU6F1,1.0,2.387458080982258
KLHL18,2.0,2.2872572036498293
IFNA10,2.0,2.5715751875955983
DYM,1.0,2.7829268665414926
EFCAB7,3.0,3.954824242256359
CNR2,0.0,2.1848399994974166
MXI1,4.0,2.6891453858338106
ZBTB22,8.0,2.5270248072731474
POU4F2,2.0,2.235948372896581
SCD,2.0,2.5870671092425725
POLDIP3,8.0,2.690473571054406
PRKD1,2.3333333333333335,2.9572185704802867
ZNF705A,2.0,3.5635388531284993
SHCBP1,2.0,3.0804104937149352
EXOSC5,2.0,2.0433204960130165
MAP6,5.0,2.6795833696501337
F2R,3.0,2.283091607555175
TMEM200A,6.5,3.026145853373215
ZBTB14,6.0,3.114256704483557
RNF43,1.0,2.6335240071955353
MRTO4,3.0,2.383662470213871
CCDC136,3.0,2.6454080738948993
BMPR1A,0.0,3.1430872173415962
KRT17,0.5,2.101924475008016
AMDHD1,2.0,2.7108808637822532
CHMP7,2.0,2.381627114490256
PRR14L,3.0,3.299571558606472
NSUN5,2.0,2.126166902749664
TARBP2,0.5,2.270402051364487
CEBPD,1.0,2.0995868638487525
IGLL5,2.0,2.2911481318613207
ADAMTS9,14.0,3.149280705268248
ADPRM,1.0,3.538276501069273
C7orf62,4.0,3.0944522594439707
FGF17,3.0,2.087407440179308
OPRL1,6.0,1.8692358654664727
PI16,4.0,2.37056712546342
GP5,4.0,1.9411291495488745
GRB2,3.0,2.612681897031104
GPC4,0.5,2.7683070775567753
UBXN2B,2.0,3.2596202909843215
TMBIM6,2.0,2.752910156979096
MCOLN1,2.0,1.9924196061169828
CTBP1,2.0,2.0068077509115096
VASP,2.0,2.591010384588256
KLHL7,3.0,3.6318562912962484
SNRNP25,3.0,2.265155746115384
TLR6,4.0,2.974111661937855
SLC38A8,3.0,1.985835619957208
C7orf33,1.5,2.9647897455864545
RAD9B,3.0,3.736565649510266
PRKAG2,4.0,2.611542666223292
PDLIM5,3.0,2.8366045697833275
C1orf35,3.0,2.3515457930360006
OLR1,1.0,3.0907174687069463
FAM81A,2.0,3.021354672309569
ZIM2,2.0,3.1869007804436724
UBE2I,0.5,2.9214286021955136
MTCH1,1.0,2.2047875179669183
CXADRP3,4.0,
ABCE1,2.0,3.8200110338228366
RPE65,4.0,3.0309855580686493
HECW1,2.6666666666666665,2.526785538869119
IL1A,2.0,2.713299693760439
LARGE,1.0,2.2962443849693197
ZCCHC14,1.5,2.408100802088872
LIMS2,5.0,2.1367559958211615
GTF2IRD1,0.3333333333333333,2.1567900050565965
SH3RF2,0.6666666666666666,2.3234100407145166
ADAD1,4.0,3.6353032616714835
SLC6A10P,4.0,
MAP7D1,4.0,2.456253331303033
NOXA1,2.0,2.2162888672937524
MEGF10,3.0,3.143376891394352
TBC1D32,4.0,3.554492247412676
SGPP1,3.0,2.420791486741876
MSL3,3.0,3.007850782849897
SLC23A1,4.0,2.133538748607234
C14orf93,3.0,2.61099146517644
PIGR,1.25,2.2531262840889785
PON2,1.5,2.8939272654029375
ZNF426,3.0,3.5576831008581915
NUDT19,1.0,2.300824610411354
CYP8B1,5.0,2.4079200018157527
PET112,1.0,2.6297684494149594
DUSP26,4.0,2.249278750248084
ATP13A4,2.0,3.124824418023756
SUSD5,0.5,2.6546524518011996
TNKS2,5.0,3.4806928697877497
SALL2,3.0,2.7119374485474657
ABCA12,3.0,2.9489905165696215
ZBTB38,5.0,3.1269726156863324
HIST1H4H,1.0,2.625052015633088
SYT3,0.0,2.1186360738778576
FSCN1,2.0,1.9838635631463022
KDM7A,6.0,3.341379626980292
KNOP1,0.0,2.716278939714056
GMEB2,3.0,2.115602507347279
OR4F6,2.0,2.6442908942845573
FGL2,3.0,3.147075670735556
OR13C8,3.0,2.666995586999182
C20orf166,4.0,2.8469668311293406
CDRT15,2.0,2.7769288194218533
DAK,5.0,2.0988970836363317
SMG6,6.0,2.6324849299254165
HOXB2,1.0,2.32399100526753
MTX2,2.0,2.4795770040619307
BRI3,2.0,2.107403497857157
TVP23B,3.0,3.1996800530173437
GLB1L,2.0,2.6781779389169276
NIPAL4,0.0,2.0653828061457085
VN1R4,5.0,2.5383268646046737
ZSCAN31,2.0,3.142140786558867
BIN3,3.0,2.3905865021173534
RARS,0.0,3.2757567587322516
IFNA14,3.0,2.796248834572368
ALG10B,2.0,3.1602924510292194
AJAP1,5.0,2.1818412177535484
GALNT6,3.0,2.3116192132982825
AIP,2.0,2.205534653534756
TNNT3,0.6666666666666666,2.6487914227557687
USP11,7.0,2.4060363934215583
C21orf59,2.0,2.803581953037639
FCGR2A,1.3333333333333333,2.624988761641748
KRT86,6.0,2.0868408073361566
FSIP2,4.0,3.717722578351103
FAM53B,2.0,2.5882960484849318
SUMF1,2.0,3.0168290571696517
PID1,3.0,2.5057581318667634
PSMA7,2.0,2.4727521466108104
TMCC2,4.0,2.065924940892386
ARPC2,2.0,2.596513010109679
GLP2R,1.6666666666666667,2.3576697041160646
ANKRD35,2.0,2.5243308837434193
CD209,8.0,2.5968941211097967
PLA2G6,1.0,2.112447182860786
GPR141,3.0,2.287534240326069
IGHV3-49,0.5,
LRTM2,5.0,2.092429928734233
OR8B8,2.0,2.3687339408919024
ETNK2,2.0,2.2450141129951158
RECK,8.0,3.3257863609397944
UBR3,5.0,3.458422647885498
DNAJC1,2.0,2.8115115682203733
MTERFD1,1.0,3.269528828576052
CERS4,2.0,2.114937028560422
PASK,6.0,2.411572692742981
CENPN,0.5,3.217168955411732
DDX3Y,2.0,3.861232578243286
AKR7A3,2.0,2.138494645176806
PLEKHH3,5.0,2.099633341376326
FLRT3,3.0,3.0382751280819087
PICK1,4.0,2.0971140048536423
EBF2,2.0,2.729593339808621
RPL4,3.0,3.1261985231853884
PRAMEF16,2.0,2.4545120643612255
SLC34A1,3.0,1.9992133128653908
HSF4,1.0,2.2464620353400244
GAS7,5.0,2.562833185036038
PPP2R5E,3.0,3.2595911259939463
ACOT13,1.0,3.144700891391796
G6PC2,4.0,2.941265471272315
MAP3K13,2.0,2.7950669514451105
PMEL,2.0,2.644650915603127
HIRA,2.0,2.5422359204818443
NCBP2L,2.0,3.3623513898856565
S100A4,4.0,2.309090224481989
TNFAIP1,5.0,2.094090789017459
EPS8L3,1.5,2.418924836874317
CCL3,2.0,2.5286903770430675
CD59,2.0,2.450536940697576
LRRC27,4.0,2.660886003674825
RBL2,7.0,3.2808182359010396
TNFSF4,1.5,2.3379160880018635
SGCG,0.0,2.9878974499816686
CLMP,0.0,2.5768342036572713
ZUFSP,2.0,4.083021641242431
CD320,0.5,2.183760653819724
CYP21A2,1.0,2.0657660075355624
SPEN,5.75,2.953759110670059
ROS1,7.666666666666667,3.303772664393099
PROL1,5.0,3.2163874657133316
MIR541,3.0,
ITIH1,0.6666666666666666,2.280707479085244
OR6C74,2.0,2.6772939649278933
SHC3,7.0,2.4038542035631467
AHSA2,0.0,2.9217255709237033
ADARB2,2.5,1.9501652815899284
RAB11FIP2,1.0,3.3749307480570963
MYO3A,4.0,3.3317419848959506
CCDC102A,3.0,2.0793497763540665
PSG2,4.0,2.7764087792268075
CXorf27,3.0,3.014184746218006
SSBP4,2.0,2.459291851237518
AC069513.4,3.0,
CX3CL1,5.0,2.3994651029692085
DDX59,6.0,3.365779003860231
DAZAP1,1.0,2.8742548703849597
SLC12A4,7.0,2.136501882600645
ADH5,2.0,3.241440616979961
RNF115,2.0,3.49671742308511
ARL6,2.0,3.49152076225801
PRKG1,5.0,3.0256816558452617
NBPF15,2.0,2.9610971937337403
ARRDC3,3.0,3.398661632866126
CPVL,0.6666666666666666,3.026362484075983
CEACAM4,1.0,2.455535953887566
ALDH3B2,3.0,1.9639000803900921
PAPL,2.0,2.584066202708313
CCBE1,4.0,2.7287881061869217
CIT,2.25,2.5828548992537645
ACVR1C,8.0,3.162580772589077
OR52A1,1.0,2.852216739074498
LPGAT1,5.0,3.4878329049406194
ITGA2,2.0,3.2429072358333393
ESYT3,3.0,2.260172229354601
ZNF621,3.0,3.039677029777833
KLRB1,2.0,3.3602944254085916
UMPS,1.0,2.9322797821461113
OR5A1,3.0,2.1808295462574647
ANKZF1,3.0,2.8071045174534417
TAPBPL,4.0,2.478968887900181
NXPH2,1.0,2.4211702865091382
IMP4,3.0,2.1216127588297877
MRPL22,2.0,3.0285846130955587
SIRPD,3.0,2.5639641693361086
RNF103-CHMP3,2.0,3.0503069975158423
OR2F2,2.0,2.2442493896706734
TTC37,5.5,3.564754408682762
EPAS1,7.0,2.393069054004222
EDEM3,1.0,3.483692896591761
PBXIP1,1.0,2.5440483900169704
FAM131A,1.0,2.3008162292947794
ITFG1,4.0,3.190447532317825
RC3H2,4.0,3.6119206972034186
RBM33,0.5,3.752161338779156
KCTD10,2.0,2.2513133088288795
RSF1,0.75,3.4564231230476032
RNF24,1.0,3.0782048000494977
NFKB2,3.0,2.308804528847555
CYP27C1,3.0,2.3784191885433343
HBA2,4.0,1.8170068358549727
BAG3,4.0,2.748148623793993
GCM2,2.0,2.9145092947816855
FGF20,3.0,2.3448798291426556
PLCD3,3.0,2.07595209775824
STARD7,2.0,2.6856270983368384
FDCSP,1.0,3.6247253365646057
IL2RB,3.0,2.263344639451746
PRB4,1.0,3.7864002601028375
NPHP4,0.75,2.302125695549678
CEP350,5.666666666666667,3.6979419317301856
IYD,1.0,2.9604463361887565
SLC5A8,4.0,2.7729782426723046
FXYD7,2.0,2.2657600723084568
GPN1,2.0,2.9991940540435915
NKPD1,3.0,1.99646761579533
MT1A,2.0,2.8879656281188795
SPG20,2.0,3.6661230333294834
GPR176,4.0,2.1923152016434018
ASH2L,1.0,3.1735982761089176
TXNDC5,2.0,2.648237180221369
HK1,5.0,2.376588752392913
IGKV1D-43,2.3333333333333335,
HILPDA,2.0,2.212097876434928
UNK,4.0,2.3806055085006155
SNORD115-21,2.0,
ST6GALNAC1,0.5,2.554365508326868
RNLS,1.5,3.094519497491412
COQ5,5.0,2.9121930101553963
ARMC5,3.5,2.1547118360494393
COG5,4.0,3.5643186085944434
GPR119,1.0,2.2379432916619124
PPIL4,2.0,3.6409896730255764
SEC14L1,1.5,2.5045711880240926
VDR,4.0,2.296490901433923
HNRNPCL1,2.0,3.136162663709784
REP15,2.0,2.7499795677040115
HIST1H3F,0.0,2.263919160075714
PRSS50,0.0,2.235632877245822
RAB33B,2.0,3.054072742896116
C1GALT1,5.0,3.9426085554767183
C8A,7.0,3.071685056956305
UNC80,2.0,2.7423103861358347
ANKRD39,3.0,2.2224652146293575
BTN3A1,2.0,2.661702792077179
SLC22A11,2.0,2.01616946660779
NHLRC4,3.0,2.1486693625336564
GLYATL1P2,3.0,
WNK4,12.0,2.4773163595028818
PSCA,4.0,2.0692961445335767
CYB5D2,2.0,2.627024472598004
MAMSTR,4.0,2.3420651811172757
HTR4,3.0,2.413401122340405
RFC4,2.0,3.337167760117021
IL21,3.0,3.3343013012733818
CRB2,1.3333333333333333,2.2970761129247244
SLU7,3.0,3.7001525622800915
C15orf32,4.0,3.2912482142336934
PRAMEF6,3.0,2.371770648734227
YAF2,3.0,3.1694033605346577
HSPA12A,2.0,2.291494507819587
SOX12,2.0,2.218489026261496
MLH3,5.0,3.4348955248089683
ENKUR,1.0,3.51964295137741
SAP30L,0.0,2.5276132018681015
NEFM,2.0,2.4877495702568275
C2orf40,0.0,3.1581970738510923
MFAP5,2.0,2.8733384937611945
AP2S1,2.0,2.0170560237974176
GHR,8.0,3.4218425354436253
TBX20,3.0,2.4748617549867302
IGFLR1,2.0,2.1768405735140126
DPP8,2.0,3.4992038930179294
DKK3,1.0,2.4546886351390382
APOLD1,0.5,2.777744820527508
SRSF6,4.0,2.479519625785079
ZNF215,2.0,3.406200279911463
MZF1,2.0,2.5237378901632206
LDHAL6A,2.0,3.228424521012925
ZNF346,1.0,2.6519254066559164
HIST1H4C,4.0,2.4752867917454986
ARSF,5.0,2.6906694394265025
GSTK1,2.0,2.426031932424949
SYT8,3.0,2.457465651317923
SLC12A2,4.0,3.139058502765152
TUBB8,0.0,2.406570397053354
